SOURCE_ID,ra,dec,distance_gspphot,phot_g_mean_mag,teff_gspphot
5593584059914156800,118.06419139640802,-34.70437853685907,18.3141,4.940166,6421.102
3526420114274019456,188.0156449228337,-16.196264029437497,18.3298,4.2095566,6746.5283
6612242034982766848,332.53884519084073,-32.54834854643202,18.3452,4.804227,6281.1714
2135110401277424384,294.1105137988449,50.22227321404957,18.4115,4.371612,6578.421
821455861647126656,147.14879992678325,46.02059693079518,18.7227,4.916553,5785.533
427322415301550208,13.266856595321226,61.124725084691256,18.8669,4.6359124,5986.044
2416611663182821120,2.8156932027646513,-15.469175920957877,18.8917,4.7636194,6115.5513
4303294039306246656,297.75794101185363,10.41511259772722,19.4711,4.9761753,6019.515
5210240327318434304,124.63363893110254,-76.9192479593938,19.5077,3.949889,6532.6333
1264630412816366720,226.82617958714343,24.86846415306875,19.5272,4.802299,6456.2046
3331979901042416512,94.11128944061781,12.272992041846027,19.5807,4.9164104,6455.563
6053245135154609280,181.72076420594314,-64.61389471172151,19.6966,4.0608897,6863.083
4530744134231683840,281.4154805359527,20.544817390173186,19.8054,4.0786414,6313.346
4792774797545800832,86.82123452009108,-51.066136257823345,19.8294,3.8232422,7938.053
1651268660203160448,265.4848727514217,72.14766082787942,20.1826,4.4444957,6403.079
4815660547961306112,70.13963424554842,-41.86408761019901,20.4143,4.3509507,6978.425
4781833626056162688,64.00732824955732,-51.485829399691184,20.4509,4.1875706,7150.176
1068982214258617216,137.59826115667667,67.13362657576307,20.5509,4.679625,6235.699
553480551264062848,80.6378397862045,79.23187117015195,20.8123,4.9560766,6270.167
2035035223783462400,296.60678841603806,33.72560570838146,20.9738,4.873973,6271.1895
5946685759563224960,265.0999815874886,-49.416365160249036,21.1053,4.6307707,6494.879
624684408880100992,154.932943049452,19.469961355767943,21.3211,4.6571474,6358.3823
1623289903206300928,240.46954398425984,58.56673458360329,21.3807,3.869275,6051.014
5509770796785820416,108.13922367542023,-46.758827129126175,21.4153,4.38301,6843.7666
4426032591025363200,237.7045892801561,4.478006603862712,21.586,3.699778,8196.269
4674061076849768832,52.34822619825845,-62.93586859425676,21.8073,4.61846,6579.7573
5965222838410499328,258.03844060290766,-43.240469434978955,21.8956,3.2345328,6423.101
4692263148249862016,18.947137113761812,-68.87542916816633,22.0095,4.8297544,6435.571
1801210568415251072,326.0370430016283,28.74156459933625,22.0802,4.6213474,6339.9644
5357075947709011456,157.8377665452764,-53.71455177900993,22.1021,4.757292,6096.4644
4177224620176470912,270.1215640302489,-3.6904755879023337,22.9158,4.5056276,6662.025
